existence,being,entity,ens,esse,subsistence
inexistence,nonexistence,nonsubsistence,nonentity,nil,negativeness,nullity,nihility,nihilism,tabula rasa,blank,abeyance,absence,no such thing,nonbeing,nothingness,oblivion
substantiality,hypostasis,person,being,thing,object,article,item,something,a being,an existence,creature,body,substance,flesh and blood,stuff,substratum,matter,corporeity,element,essential nature,groundwork,materiality,substantialness,vital part
unsubstantiality,insubstantiality,nothingness,nihility,no degree,no part,no quantity,no thing
intrinsicality,inbeing,inherence,inhesion,subjectiveness,ego,egohood,essence,essentialness,essential part,quintessence,incarnation,quiddity,gist,pith,marrow,core,sap,lifeblood,backbone,heart,soul,important part
extrinsicality,objectiveness,non ego,extraneousness,accident
state,condition,category,estate,lot,ease,trim,mood,pickle,plight,temper,aspect,dilemma,pass,predicament
circumstance,situation,phase,position,posture,attitude,place,point,terms,regime,footing,standing,status
relation,bearing,reference,connection,concern,cognation,correlation,analogy,similarity,affinity,homology,alliance,homogeneity,association,approximation,filiation,interest,relevancy,dependency,relationship,relative position
irrelation,dissociation,misrelation,inapplicability,inconnection,multifariousness,disconnection,inconsequence,independence,incommensurability,irreconcilableness,heterogeneity,unconformity,irrelevancy,impertinence,nihil ad rem,intrusion,pertinence
consanguinity,relationship,kindred,blood,parentage,filiation,affiliation,lineage,agnation,connection,alliance,family connection,family tie,ties of blood,nepotism
correlation,reciprocity,reciprocation,mutuality,correlation,interdependence,connection,link,association,interchange,exchange,barter reelprocitist
identity,sameness,coincidence,coalescence,convertibility,equality,selfness,self,oneself,identification
contrariety,contrast,foil,antithesis,oppositeness,contradiction,antagonism,clashing,repugnance
difference,variance,variation,variety,diversity,dissimilarity,disagreement,disparity,distinction,contradistinction,alteration modification,permutation,moods and tenses
uniformity,homogeneity,homogeneousness,consistency,connaturality,connaturalness,homology,accordance,conformity,agreement,consonance,uniformness regularity,constancy,even tenor,routine,monotony
nonuniformity,irregularity,unevenness,multiformity,unconformity,roughness,dissimilarity,dissimilitude,divarication,divergence
similarity,resemblance,likeness,similitude,semblance,affinity,approximation,parallelism,agreement,analogy,analogicalness,correspondence,homoiousia,parity
dissimilarity,dissimilaritude,unlikeness,diversity,disparity,dissemblance,divergence,variation,difference,novelty,originality,creativeness,oogamy
imitation,copying,transcription,repetition,duplication,reduplication,quotation,reproduction,mimeograph,xerox,facsimile,reprint,offprint
nonimitation,originality,creativeness
variation,alteration,moods and tenses,discrepance,discrepancy divergency,deviation,aberration,innovation v vary,deviate,diverge,alternate,swerve adj varied,modified,diversified
copy,facsimile,xerox,counterpart,effigies,effigy,form,likeness,image,picture,photo,similitude,semblance,cast,tracing,ectype,photo offset,electrotype,imitation,model,representation,adumbration,study,portrait,resemblance
prototype,original,model,pattern,precedent,standard,ideal,reference,scantling,type,archetype,antitype,protoplast,module,exemplar,example,ensample,paradigm,figure
agreement,accord,accordance,unison,harmony,concord,concordance,concert,understanding,mutual understanding
disagreement,discord,discordance,dissonance,dissidence,discrepancy,unconformity,incongruity,incongruence,discongruity,mesalliance,jarring,dissension,conflict,bickering,clashing,misunderstanding,wrangle
quantity,magnitude,size,amplitude,magnitude,mass,amount,sum,quantum,measure,substance,strength,force
degree,grade,extent,measure,amount,ratio,stint,standard,height,pitch,reach,amplitude,range,scope,caliber,gradation,shade,tenor,compass,sphere,station,rank,standing,rate,way,sort
equality,parity,coextension,symmetry,balance,poise,evenness,monotony,level
inequality,disparity,imparity,odds,difference,unevenness,inclination of the balance,partiality,bias,weight,shortcoming,casting weight,weight,superiority,inferiority,inequation
mean,medium,intermedium,average,balance,mediocrity,generality,median,mode,golden mean,middle,compromise,middle course,middle state,neutrality
compensation,equation,commutation,indemnification,compromise,nullification,counteraction,reaction,measure for measure retaliation,robbing peter to pay paul
greatness,magnitude,size,multitude,immensity,enormity,infinity,might,strength,intensity,fullness,importance
smallness,littleness,tenuity,paucity,fewness,meanness,insignificance,mediocrity,moderation
superiority,majority,greatness,advantage,pull,preponderance,preponderation,vantage ground,prevalence,partiality,personal superiority,nobility,triton among the minnows,primus inter pares,nulli secundus,captain,crackajack
inferiority,minority,subordinacy,shortcoming,deficiency,minimum,smallness,imperfection,lower quality,lower worth
increase,augmentation,enlargement,extension,dilatation,increment,accretion,accession,development,growth,aggrandizement,aggravation,rise,ascent,exaggeration exacerbation,spread,flood tide,gain,produce,product,profit
nonincrease,decrease,diminution,lessening,subtraction,reduction,abatement,declension,shrinking,coarctation,abridgment,extenuation
addition,annexation,adjection,junction,superposition,superaddition,superjunction,superfetation,accession,reinforcement,increase,increment,supplement,accompaniment,interposition,insertion
subtraction,deduction,retrenchment,removal,ablation,sublation,abstraction,garbling,detruncation,amputation,abscision,excision,recision,curtailment,minuend,subtrahend,decrease,abrasion
adjunct,addition,additament,additum,affix,appelidage,annexe,annex,augment,augmentation,increment,reinforcement,supernumerary,accessory,item,garnish,sauce,accompaniment,adjective,addendum,complement,supplement,continuation
remainder
decrement,discount,defect,loss,deduction,afterglow,eduction,waste
mixture,admixture,commixture,commixtion,commixion,intermixture,alloyage,matrimony,junction,combination,miscegenation
simpleness,purity,homogeneity
junction,joining,joinder,union connection,conjunction,cojugation,annexion,annexation,annexment,astriction,attachment,compagination,vincture,ligation,alligation,accouplement,marriage,infibulation,inosculation,symphysis,anastomosis,confluenee,communication,concatenation,meeting,reunion,assemablage
disjunction,disconnection,disunity,disunion,disassociation,disengagement,discontinuity,abjunction,cataclasm,inconnection,abstraction,abstractedness,isolation,insularity,insulation,oasis,island,separateness,severalty,disjecta membra,dispersion,apportionment
vinculum,link,connective,connection,junction,bond of union,copula,intermedium,hyphen,bracket,bridge,stone,isthmus
coherence,adherence,adhesion,adhesiveness,concretion accretion,conglutination,agglutination,agglomeration,aggregation,consolidation,set,cementation,sticking,soldering,connection,dependence
immiscibility,incoherence,looseness,laxity,relaxation,loosening,freedom,disjunction,rope of sand
combination,mixture,junction,union,unification,synthesis,incorporation,amalgamation,embodiment,coalescence,crasis,fusion,blending,absorption,centralization
decomposition,analysis,dissection,resolution,catalysis,dissolution,corruption,dispersion,disunction,disintegration
whole,totality,integrity,totalness,entirety,ensemble,collectiveness,unity,completeness,indivisibility,indiscerptibility,integration,embodiment,integer
part,portion,dose,item,particular,aught,any,division,ward,subdivision,section,chapter,clause,count,paragraph,verse,article,passage,sector,segment,fraction,fragment,cantle,frustum,detachment,parcel
completeness,completion,integration,allness
incompleteness,deficiency,short measure,shortcoming,insufficiency,imperfection,immaturity,half measures
composition,constitution,crasis,combination,inclusion,admission,comprehension,reception,embodiment,formation
exclusion,nonadmission,omission,exception,rejection,repudiation,exile,noninclusion,preclusion,prohibition
component,component part,integral part,integrant part,element,constituent,ingredient,leaven,part and parcel,contents,appurtenance,feature,member,personnel
extraneousness,extrinsicality,exteriority,alienage,alienism foreign body,foreign substance,foreign element,alien,stranger,intruder,interloper,foreigner,novus homo,newcomer,immigrant,emmigrant,creole,africander,outsider,dago,wop,mick,polak,greaser,slant,easterner,dutchman,tenderfoot
order,regularity,uniformity,symmetry,lucidus ordo,music of the spheres
disorder,derangement,irregularity,anomaly,anarchy,anarchism,want of method,untidiness,disunion,discord,confusedness,mishmash,mix,disarray,jumble,huddle,litter,lumber,cahotage,farrago,mess,mash,muddle,muss,hash,hodgepodge,potch,pot,imbroglio,chaos,omnium gatherum,medley,mere mixture,fortuitous concourse of atoms,disjecta membra,rudis indigestaque moles
complexity,complexness,complexus,complication,implication,intricacy,intrication,perplexity,network,labyrinth,wilderness,jungle,involution,raveling,entanglement,coil,sleave,tangled skein,knot,gordian knot,wheels within wheels,kink,knarl,webwork
arrangement,plan,preparation,disposal,disposition,collocation,allocation,distribution,sorting,assortment,allotment,apportionment,taxis,taxonomy,syntaxis,graduation,organization,grouping,tabulation
derangement,disorder,evection,discomposure,disturbance,disorganization,deorganization,dislocation,perturbation,interruption,shufflng,inversion,corrugation,involvement
precedence,coming before,the lead,le pas,superiority,importance,antecedence,antecedency,anteriority,precursor,priority,precession,anteposition,epacme,preference
sequence,coming after,going after,consecution,succession,posteriority
precursor,antecedent,precedent,predecessor,forerunner,vancourier,coureur,pioneer,prodrome,prodromos,prodromus,outrider,leader,bellwether,herald,harbinger,foreboding,dawn,courier,garde,bellmare,forelooper,foreloper,horse,voorlooper,voortrekker
sequel,suffix,successor,tail,queue,train,wake,trail,rear,retinue,suite,appendix,postscript,epilogue,peroration,codicil,continuation,sequela,appendage,tail piece,heelpiece,tag,more last words,colophon
